antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'07:00:00'}),frozenset({'channel_11'}),1.0,0.6949152542372882,0.6949152542372882,0.6949152542372882,1.0,0.0,1.0
frozenset({'07:00:00'}),frozenset({'channel_14'}),1.0,0.2542372881355932,0.2542372881355932,0.2542372881355932,1.0,0.0,1.0
frozenset({'07:00:00'}),frozenset({'channel_18'}),1.0,0.08898305084745763,0.08898305084745763,0.08898305084745763,1.0,0.0,1.0
frozenset({'07:00:00'}),frozenset({'channel_2'}),1.0,0.2033898305084746,0.2033898305084746,0.2033898305084746,1.0,0.0,1.0
frozenset({'07:00:00'}),frozenset({'channel_3'}),1.0,0.7923728813559322,0.7923728813559322,0.7923728813559322,1.0,0.0,1.0
frozenset({'07:00:00'}),frozenset({'channel_4'}),1.0,0.788135593220339,0.788135593220339,0.788135593220339,1.0,0.0,1.0
frozenset({'07:00:00'}),frozenset({'channel_5'}),1.0,0.15677966101694915,0.15677966101694915,0.15677966101694915,1.0,0.0,1.0
frozenset({'07:00:00'}),frozenset({'channel_6'}),1.0,0.2288135593220339,0.2288135593220339,0.2288135593220339,1.0,0.0,1.0
frozenset({'07:00:00'}),frozenset({'channel_7'}),1.0,0.13559322033898305,0.13559322033898305,0.13559322033898305,1.0,0.0,1.0
frozenset({'07:00:00'}),frozenset({'channel_8'}),1.0,0.8983050847457628,0.8983050847457628,0.8983050847457628,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_14', 'channel_11'})",1.0,0.24152542372881355,0.24152542372881355,0.24152542372881355,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_18', 'channel_11'})",1.0,0.08898305084745763,0.08898305084745763,0.08898305084745763,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_11', 'channel_2'})",1.0,0.1694915254237288,0.1694915254237288,0.1694915254237288,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_3', 'channel_11'})",1.0,0.5338983050847458,0.5338983050847458,0.5338983050847458,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_11', 'channel_4'})",1.0,0.559322033898305,0.559322033898305,0.559322033898305,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_11', 'channel_7'})",1.0,0.11864406779661017,0.11864406779661017,0.11864406779661017,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_11', 'channel_8'})",1.0,0.6228813559322034,0.6228813559322034,0.6228813559322034,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_14', 'channel_18'})",1.0,0.08898305084745763,0.08898305084745763,0.08898305084745763,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_14', 'channel_2'})",1.0,0.038135593220338986,0.038135593220338986,0.038135593220338986,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_3', 'channel_14'})",1.0,0.21610169491525424,0.21610169491525424,0.21610169491525424,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_14', 'channel_4'})",1.0,0.2245762711864407,0.2245762711864407,0.2245762711864407,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_14', 'channel_8'})",1.0,0.25,0.25,0.25,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_3', 'channel_18'})",1.0,0.08898305084745763,0.08898305084745763,0.08898305084745763,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_18', 'channel_4'})",1.0,0.08898305084745763,0.08898305084745763,0.08898305084745763,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_18', 'channel_8'})",1.0,0.08898305084745763,0.08898305084745763,0.08898305084745763,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_4', 'channel_2'})",1.0,0.1271186440677966,0.1271186440677966,0.1271186440677966,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_2', 'channel_7'})",1.0,0.0847457627118644,0.0847457627118644,0.0847457627118644,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_8', 'channel_2'})",1.0,0.15254237288135594,0.15254237288135594,0.15254237288135594,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_3', 'channel_4'})",1.0,0.6610169491525424,0.6610169491525424,0.6610169491525424,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_3', 'channel_5'})",1.0,0.15254237288135594,0.15254237288135594,0.15254237288135594,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_3', 'channel_6'})",1.0,0.2245762711864407,0.2245762711864407,0.2245762711864407,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_3', 'channel_7'})",1.0,0.05084745762711865,0.05084745762711865,0.05084745762711865,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_3', 'channel_8'})",1.0,0.7457627118644068,0.7457627118644068,0.7457627118644068,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_4', 'channel_5'})",1.0,0.11440677966101695,0.11440677966101695,0.11440677966101695,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_6', 'channel_4'})",1.0,0.1694915254237288,0.1694915254237288,0.1694915254237288,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_4', 'channel_7'})",1.0,0.1228813559322034,0.1228813559322034,0.1228813559322034,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_8', 'channel_4'})",1.0,0.711864406779661,0.711864406779661,0.711864406779661,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_6', 'channel_5'})",1.0,0.15677966101694915,0.15677966101694915,0.15677966101694915,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_8', 'channel_5'})",1.0,0.15677966101694915,0.15677966101694915,0.15677966101694915,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_6', 'channel_8'})",1.0,0.2288135593220339,0.2288135593220339,0.2288135593220339,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_8', 'channel_7'})",1.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_14', 'channel_11', 'channel_18'})",1.0,0.08898305084745763,0.08898305084745763,0.08898305084745763,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_14', 'channel_11', 'channel_2'})",1.0,0.029661016949152543,0.029661016949152543,0.029661016949152543,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_3', 'channel_14', 'channel_11'})",1.0,0.211864406779661,0.211864406779661,0.211864406779661,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_14', 'channel_11', 'channel_4'})",1.0,0.21610169491525424,0.21610169491525424,0.21610169491525424,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_14', 'channel_11', 'channel_8'})",1.0,0.23728813559322035,0.23728813559322035,0.23728813559322035,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_3', 'channel_18', 'channel_11'})",1.0,0.08898305084745763,0.08898305084745763,0.08898305084745763,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_18', 'channel_11', 'channel_4'})",1.0,0.08898305084745763,0.08898305084745763,0.08898305084745763,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_18', 'channel_11', 'channel_8'})",1.0,0.08898305084745763,0.08898305084745763,0.08898305084745763,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_2', 'channel_11', 'channel_4'})",1.0,0.1016949152542373,0.1016949152542373,0.1016949152542373,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_11', 'channel_2', 'channel_7'})",1.0,0.06779661016949153,0.06779661016949153,0.06779661016949153,1.0,0.0,1.0
frozenset({'07:00:00'}),"frozenset({'channel_11', 'channel_2', 'channel_8'})",1.0,0.13135593220338984,0.13135593220338984,0.13135593220338984,1.0,0.0,1.0
