antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'07:30:00'}),frozenset({'channel_14'}),1.0,0.2661290322580645,0.2661290322580645,0.2661290322580645,1.0,0.0,1.0
frozenset({'07:30:00'}),frozenset({'channel_17'}),1.0,0.1693548387096774,0.1693548387096774,0.1693548387096774,1.0,0.0,1.0
frozenset({'07:30:00'}),frozenset({'channel_19'}),1.0,0.43548387096774194,0.43548387096774194,0.43548387096774194,1.0,0.0,1.0
frozenset({'07:30:00'}),frozenset({'channel_23'}),1.0,0.8387096774193549,0.8387096774193549,0.8387096774193549,1.0,0.0,1.0
frozenset({'07:30:00'}),frozenset({'channel_3'}),1.0,0.5403225806451613,0.5403225806451613,0.5403225806451613,1.0,0.0,1.0
frozenset({'07:30:00'}),frozenset({'channel_9'}),1.0,0.8709677419354839,0.8709677419354839,0.8709677419354839,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_14', 'channel_17'})",1.0,0.0967741935483871,0.0967741935483871,0.0967741935483871,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_14'})",1.0,0.0967741935483871,0.0967741935483871,0.0967741935483871,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_23', 'channel_14'})",1.0,0.23387096774193547,0.23387096774193547,0.23387096774193547,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_14', 'channel_3'})",1.0,0.20161290322580644,0.20161290322580644,0.20161290322580644,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_9', 'channel_14'})",1.0,0.2661290322580645,0.2661290322580645,0.2661290322580645,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_17'})",1.0,0.06451612903225806,0.06451612903225806,0.06451612903225806,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_23', 'channel_17'})",1.0,0.16129032258064516,0.16129032258064516,0.16129032258064516,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_17', 'channel_3'})",1.0,0.12903225806451613,0.12903225806451613,0.12903225806451613,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_9', 'channel_17'})",1.0,0.1693548387096774,0.1693548387096774,0.1693548387096774,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_23'})",1.0,0.3870967741935484,0.3870967741935484,0.3870967741935484,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_3'})",1.0,0.25,0.25,0.25,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_9'})",1.0,0.3870967741935484,0.3870967741935484,0.3870967741935484,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_23', 'channel_3'})",1.0,0.46774193548387094,0.46774193548387094,0.46774193548387094,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_23', 'channel_9'})",1.0,0.7580645161290323,0.7580645161290323,0.7580645161290323,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_9', 'channel_3'})",1.0,0.4596774193548387,0.4596774193548387,0.4596774193548387,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_23', 'channel_14', 'channel_17'})",1.0,0.0967741935483871,0.0967741935483871,0.0967741935483871,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_14', 'channel_17', 'channel_3'})",1.0,0.07258064516129033,0.07258064516129033,0.07258064516129033,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_9', 'channel_14', 'channel_17'})",1.0,0.0967741935483871,0.0967741935483871,0.0967741935483871,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_23', 'channel_14'})",1.0,0.08870967741935484,0.08870967741935484,0.08870967741935484,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_14', 'channel_3'})",1.0,0.07258064516129033,0.07258064516129033,0.07258064516129033,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_9', 'channel_14'})",1.0,0.0967741935483871,0.0967741935483871,0.0967741935483871,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_23', 'channel_14', 'channel_3'})",1.0,0.1693548387096774,0.1693548387096774,0.1693548387096774,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_23', 'channel_9', 'channel_14'})",1.0,0.23387096774193547,0.23387096774193547,0.23387096774193547,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_9', 'channel_14', 'channel_3'})",1.0,0.20161290322580644,0.20161290322580644,0.20161290322580644,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_23', 'channel_17'})",1.0,0.056451612903225805,0.056451612903225805,0.056451612903225805,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_9', 'channel_17'})",1.0,0.06451612903225806,0.06451612903225806,0.06451612903225806,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_23', 'channel_17', 'channel_3'})",1.0,0.12096774193548387,0.12096774193548387,0.12096774193548387,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_23', 'channel_9', 'channel_17'})",1.0,0.16129032258064516,0.16129032258064516,0.16129032258064516,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_9', 'channel_17', 'channel_3'})",1.0,0.12903225806451613,0.12903225806451613,0.12903225806451613,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_23', 'channel_3'})",1.0,0.20967741935483872,0.20967741935483872,0.20967741935483872,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_23', 'channel_9'})",1.0,0.3387096774193548,0.3387096774193548,0.3387096774193548,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_9', 'channel_3'})",1.0,0.20161290322580644,0.20161290322580644,0.20161290322580644,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_23', 'channel_9', 'channel_3'})",1.0,0.3870967741935484,0.3870967741935484,0.3870967741935484,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_3', 'channel_23', 'channel_14', 'channel_17'})",1.0,0.07258064516129033,0.07258064516129033,0.07258064516129033,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_23', 'channel_9', 'channel_14', 'channel_17'})",1.0,0.0967741935483871,0.0967741935483871,0.0967741935483871,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_3', 'channel_9', 'channel_14', 'channel_17'})",1.0,0.07258064516129033,0.07258064516129033,0.07258064516129033,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_23', 'channel_14', 'channel_3'})",1.0,0.06451612903225806,0.06451612903225806,0.06451612903225806,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_23', 'channel_9', 'channel_14'})",1.0,0.08870967741935484,0.08870967741935484,0.08870967741935484,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_9', 'channel_14', 'channel_3'})",1.0,0.07258064516129033,0.07258064516129033,0.07258064516129033,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_23', 'channel_9', 'channel_14', 'channel_3'})",1.0,0.1693548387096774,0.1693548387096774,0.1693548387096774,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_23', 'channel_9', 'channel_17'})",1.0,0.056451612903225805,0.056451612903225805,0.056451612903225805,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_23', 'channel_9', 'channel_17', 'channel_3'})",1.0,0.12096774193548387,0.12096774193548387,0.12096774193548387,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_23', 'channel_9', 'channel_3'})",1.0,0.16129032258064516,0.16129032258064516,0.16129032258064516,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_23', 'channel_9', 'channel_14', 'channel_17', 'channel_3'})",1.0,0.07258064516129033,0.07258064516129033,0.07258064516129033,1.0,0.0,1.0
frozenset({'07:30:00'}),"frozenset({'channel_19', 'channel_23', 'channel_9', 'channel_14', 'channel_3'})",1.0,0.06451612903225806,0.06451612903225806,0.06451612903225806,1.0,0.0,1.0
