,Time,Recommendations
0,00:00:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Sky HD Box"
1,00:30:00,"Microwave,Server,Desktop,Fridge Freezer,Sky HD Box,Atom PC"
2,01:00:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Sky HD Box"
3,01:30:00,"Microwave,Server,Desktop,Fridge Freezer,Sky HD Box,Atom PC"
4,02:00:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Sky HD Box"
5,02:30:00,"Microwave,Server,Desktop,Fridge Freezer,Sky HD Box,Atom PC"
6,03:00:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Sky HD Box"
7,03:30:00,"Microwave,Server,Desktop,Fridge Freezer,Sky HD Box,Atom PC"
8,04:00:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Sky HD Box"
9,04:30:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Sky HD Box"
10,05:00:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Sky HD Box"
11,05:30:00,"Microwave,Server,Desktop,Fridge Freezer,Sky HD Box,Atom PC,Hair Dryer"
12,06:00:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Espresso Machine,Sky HD Box"
13,06:30:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Sky HD Box,Espresso Machine,Hair Dryer"
14,07:00:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Sky HD Box"
15,07:30:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Sky HD Box"
16,08:00:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Sky HD Box,Espresso Machine"
17,08:30:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Sky HD Box,24 inch TV,Kettle"
18,09:00:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Sky HD Box,24 inch TV"
19,09:30:00,"Microwave,Server,Desktop,Fridge Freezer,24 inch TV,Atom PC,Sky HD Box,Washer Dryer,Kettle,Bedroom TV"
20,10:00:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Atom PC,Sky HD Box,Washer Dryer,Kettle,Bedroom TV"
21,10:30:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Sky HD Box,Atom PC,Washer Dryer"
22,11:00:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Atom PC,Sky HD Box,Washer Dryer"
23,11:30:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Atom PC,Sky HD Box,Washer Dryer,Kettle,Oven"
24,12:00:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Atom PC,Sky HD Box,Washer Dryer,Home Theatre Amp"
25,12:30:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Atom PC,Sky HD Box,Washer Dryer,Home Theatre Amp,Kettle"
26,13:00:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Atom PC,Sky HD Box,Washer Dryer,Home Theatre Amp,Kettle,Primary TV"
27,13:30:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Atom PC,Sky HD Box,Washer Dryer,Home Theatre Amp,Primary TV"
28,14:00:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Atom PC,Sky HD Box,Washer Dryer,Home Theatre Amp,Kettle,Primary TV"
29,14:30:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Atom PC,Sky HD Box,Washer Dryer,Home Theatre Amp"
30,15:00:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Atom PC,Sky HD Box,Washer Dryer,Home Theatre Amp,Kettle"
31,15:30:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Sky HD Box,Atom PC,Washer Dryer,Home Theatre Amp"
32,16:00:00,"Microwave,Desktop,Server,Fridge Freezer,Atom PC,24 inch TV,Sky HD Box,Washer Dryer,Home Theatre Amp,Kettle,Primary TV"
33,16:30:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Atom PC,Sky HD Box,Home Theatre Amp,Washer Dryer,Primary TV"
34,17:00:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Atom PC,Sky HD Box,Home Theatre Amp,Washer Dryer,Primary TV,Oven"
35,17:30:00,"Microwave,Desktop,Server,Fridge Freezer,24 inch TV,Sky HD Box,Atom PC,Oven,Home Theatre Amp,Primary TV,Washer Dryer,Electric Hob"
36,18:00:00,"Microwave,Desktop,Server,Fridge Freezer,Atom PC,Sky HD Box,24 inch TV,Oven,Home Theatre Amp,Primary TV,Washer Dryer"
37,18:30:00,"Microwave,Desktop,Server,Fridge Freezer,Sky HD Box,Atom PC,24 inch TV,Primary TV,Home Theatre Amp,Oven,Electric Hob"
38,19:00:00,"Microwave,Server,Desktop,Fridge Freezer,Atom PC,Sky HD Box,Primary TV,Home Theatre Amp,24 inch TV"
39,19:30:00,"Microwave,Server,Desktop,Fridge Freezer,Sky HD Box,Primary TV,Home Theatre Amp,Atom PC,24 inch TV"
40,20:00:00,"Microwave,Server,Desktop,Fridge Freezer,Primary TV,Sky HD Box,Atom PC,Home Theatre Amp,24 inch TV"
41,20:30:00,"Microwave,Server,Desktop,Primary TV,Fridge Freezer,Sky HD Box,Home Theatre Amp,Atom PC,24 inch TV"
42,21:00:00,"Microwave,Server,Desktop,Fridge Freezer,Primary TV,Sky HD Box,Atom PC,Home Theatre Amp,Bedroom TV,24 inch TV"
43,21:30:00,"Microwave,Server,Desktop,Fridge Freezer,Sky HD Box,Primary TV,Bedroom TV,Atom PC,Home Theatre Amp,24 inch TV"
44,22:00:00,"Microwave,Server,Desktop,Fridge Freezer,Sky HD Box,Atom PC,Bedroom TV,Primary TV,Home Theatre Amp,24 inch TV,Washer Dryer"
45,22:30:00,"Microwave,Server,Desktop,Fridge Freezer,Sky HD Box,Bedroom TV,Atom PC,Primary TV,Home Theatre Amp,24 inch TV"
46,23:00:00,"Microwave,Server,Desktop,Fridge Freezer,Sky HD Box,Atom PC,Bedroom TV"
47,23:30:00,"Microwave,Server,Desktop,Fridge Freezer,Sky HD Box,Atom PC,Bedroom TV"
