antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'17:30:00'}),frozenset({'channel_10'}),1.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,1.0,0.0,1.0
frozenset({'17:30:00'}),frozenset({'channel_11'}),1.0,0.5244755244755245,0.5244755244755245,0.5244755244755245,1.0,0.0,1.0
frozenset({'17:30:00'}),frozenset({'channel_15'}),1.0,0.5104895104895105,0.5104895104895105,0.5104895104895105,1.0,0.0,1.0
frozenset({'17:30:00'}),frozenset({'channel_16'}),1.0,0.46853146853146854,0.46853146853146854,0.46853146853146854,1.0,0.0,1.0
frozenset({'17:30:00'}),frozenset({'channel_17'}),1.0,0.5804195804195804,0.5804195804195804,0.5804195804195804,1.0,0.0,1.0
frozenset({'17:30:00'}),frozenset({'channel_19'}),1.0,0.48951048951048953,0.48951048951048953,0.48951048951048953,1.0,0.0,1.0
frozenset({'17:30:00'}),frozenset({'channel_3'}),1.0,0.5314685314685315,0.5314685314685315,0.5314685314685315,1.0,0.0,1.0
frozenset({'17:30:00'}),frozenset({'channel_4'}),1.0,0.5244755244755245,0.5244755244755245,0.5244755244755245,1.0,0.0,1.0
frozenset({'17:30:00'}),frozenset({'channel_5'}),1.0,0.6503496503496503,0.6503496503496503,0.6503496503496503,1.0,0.0,1.0
frozenset({'17:30:00'}),frozenset({'channel_6'}),1.0,0.7552447552447552,0.7552447552447552,0.7552447552447552,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_10', 'channel_11'})",1.0,0.4825174825174825,0.4825174825174825,0.4825174825174825,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_15', 'channel_10'})",1.0,0.4405594405594406,0.4405594405594406,0.4405594405594406,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_6', 'channel_10'})",1.0,0.43356643356643354,0.43356643356643354,0.43356643356643354,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_15', 'channel_11'})",1.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_16', 'channel_19'})",1.0,0.42657342657342656,0.42657342657342656,0.42657342657342656,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_17', 'channel_3'})",1.0,0.42657342657342656,0.42657342657342656,0.42657342657342656,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_17', 'channel_4'})",1.0,0.40559440559440557,0.40559440559440557,0.40559440559440557,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_17', 'channel_5'})",1.0,0.5034965034965035,0.5034965034965035,0.5034965034965035,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_17', 'channel_6'})",1.0,0.5244755244755245,0.5244755244755245,0.5244755244755245,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_3', 'channel_5'})",1.0,0.4405594405594406,0.4405594405594406,0.4405594405594406,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_3', 'channel_6'})",1.0,0.42657342657342656,0.42657342657342656,0.42657342657342656,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_5', 'channel_4'})",1.0,0.42657342657342656,0.42657342657342656,0.42657342657342656,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_6', 'channel_4'})",1.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_5', 'channel_6'})",1.0,0.5384615384615384,0.5384615384615384,0.5384615384615384,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_15', 'channel_10', 'channel_11'})",1.0,0.42657342657342656,0.42657342657342656,0.42657342657342656,1.0,0.0,1.0
frozenset({'17:30:00'}),"frozenset({'channel_17', 'channel_5', 'channel_6'})",1.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,1.0,0.0,1.0
