antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'20:00:00'}),frozenset({'channel_10'}),1.0,0.6013986013986014,0.6013986013986014,0.6013986013986014,1.0,0.0,1.0
frozenset({'20:00:00'}),frozenset({'channel_11'}),1.0,0.5314685314685315,0.5314685314685315,0.5314685314685315,1.0,0.0,1.0
frozenset({'20:00:00'}),frozenset({'channel_15'}),1.0,0.5104895104895105,0.5104895104895105,0.5104895104895105,1.0,0.0,1.0
frozenset({'20:00:00'}),frozenset({'channel_16'}),1.0,0.4405594405594406,0.4405594405594406,0.4405594405594406,1.0,0.0,1.0
frozenset({'20:00:00'}),frozenset({'channel_17'}),1.0,0.6363636363636364,0.6363636363636364,0.6363636363636364,1.0,0.0,1.0
frozenset({'20:00:00'}),frozenset({'channel_19'}),1.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,1.0,0.0,1.0
frozenset({'20:00:00'}),frozenset({'channel_3'}),1.0,0.5454545454545454,0.5454545454545454,0.5454545454545454,1.0,0.0,1.0
frozenset({'20:00:00'}),frozenset({'channel_4'}),1.0,0.6223776223776224,0.6223776223776224,0.6223776223776224,1.0,0.0,1.0
frozenset({'20:00:00'}),frozenset({'channel_5'}),1.0,0.7062937062937062,0.7062937062937062,0.7062937062937062,1.0,0.0,1.0
frozenset({'20:00:00'}),frozenset({'channel_6'}),1.0,0.7832167832167832,0.7832167832167832,0.7832167832167832,1.0,0.0,1.0
frozenset({'20:00:00'}),frozenset({'channel_9'}),1.0,0.4125874125874126,0.4125874125874126,0.4125874125874126,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_10', 'channel_11'})",1.0,0.4825174825174825,0.4825174825174825,0.4825174825174825,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_15', 'channel_10'})",1.0,0.4405594405594406,0.4405594405594406,0.4405594405594406,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_6', 'channel_10'})",1.0,0.40559440559440557,0.40559440559440557,0.40559440559440557,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_15', 'channel_11'})",1.0,0.44755244755244755,0.44755244755244755,0.44755244755244755,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_17', 'channel_3'})",1.0,0.5104895104895105,0.5104895104895105,0.5104895104895105,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_17', 'channel_4'})",1.0,0.4755244755244755,0.4755244755244755,0.4755244755244755,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_17', 'channel_5'})",1.0,0.5804195804195804,0.5804195804195804,0.5804195804195804,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_17', 'channel_6'})",1.0,0.5664335664335665,0.5664335664335665,0.5664335664335665,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_17', 'channel_9'})",1.0,0.4125874125874126,0.4125874125874126,0.4125874125874126,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_3', 'channel_4'})",1.0,0.42657342657342656,0.42657342657342656,0.42657342657342656,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_3', 'channel_5'})",1.0,0.4825174825174825,0.4825174825174825,0.4825174825174825,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_3', 'channel_6'})",1.0,0.4825174825174825,0.4825174825174825,0.4825174825174825,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_3', 'channel_9'})",1.0,0.40559440559440557,0.40559440559440557,0.40559440559440557,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_5', 'channel_4'})",1.0,0.48951048951048953,0.48951048951048953,0.48951048951048953,1.0,0.0,1.0
frozenset({'20:00:00'}),"frozenset({'channel_6', 'channel_4'})",1.0,0.5244755244755245,0.5244755244755245,0.5244755244755245,1.0,0.0,1.0
