,Appliance,Average
0,Laptop,11.579905578106342
1,Monitor,22.11122993750634
2,Speakers,4.822469289178855
3,Server,14.93333115444775
4,Router,8.464918811556855
5,Server_hdd,2.3570866787753646
6,Kettle,2.0687081064220365
7,Rice Cooker,0.8483031999559224
8,Running Machine,1.5868822839082317
9,Laptop2,0.9169854974388695
10,Washing Machine,2.797614521176506
11,Dish Washer,20.48723048524812
12,Fridge,39.11720577788216
13,Microwave,0.6451967502674475
14,Toaster,0.2543706387156179
15,Playstation,0.778737403860215
16,Modem,7.526906859567438
17,Cooker,0.0014882555760500488
