,Appliance,Average
0,Laptop,9.940174619537688
1,Monitor,16.257602510809317
2,Speakers,4.418153862704558
3,Server,15.100031307825532
4,Router,8.46577290701918
5,Server_hdd,2.3695366759664505
6,Kettle,1.2417082561572157
7,Rice Cooker,0.839120986223473
8,Running Machine,1.5865136503794135
9,Laptop2,0.2522028709123525
10,Washing Machine,2.7986249907652874
11,Dish Washer,18.46614416946917
12,Fridge,39.447167775451355
13,Microwave,0.6863180160986777
14,Toaster,0.2588848569904577
15,Playstation,0.779112705318181
16,Modem,7.526499344287748
17,Cooker,0.025910282653316064
