,Appliance,Average
0,Laptop,12.066982332047077
1,Monitor,32.90183575991542
2,Speakers,6.39244834873648
3,Server,15.113898486366272
4,Router,8.480356749424057
5,Server_hdd,2.2870701179981268
6,Kettle,38.29416573263207
7,Rice Cooker,1.1596141320835096
8,Running Machine,1.6214157967934497
9,Laptop2,8.747562124378208
10,Washing Machine,2.7951387225840825
11,Dish Washer,434.7563985726403
12,Fridge,42.60730525621527
13,Microwave,1.0279011424172102
14,Toaster,0.2378741402553055
15,Playstation,0.7999385352366035
16,Modem,7.595525924682231
17,Cooker,0.043875907366400554
