,Appliance,Average
0,Laptop,8.360611085410584
1,Monitor,12.868554509916102
2,Speakers,4.236423973190974
3,Server,14.908234181301316
4,Router,8.472232602548644
5,Server_hdd,2.3728695182620068
6,Kettle,0.5893572619132351
7,Rice Cooker,0.8383072719616229
8,Running Machine,1.5812448400860228
9,Laptop2,0.013086217690833877
10,Washing Machine,2.7876841956615985
11,Dish Washer,7.367774552637059
12,Fridge,36.253254154394206
13,Microwave,0.38768374482660195
14,Toaster,0.24668066758407958
15,Playstation,0.7761183607659807
16,Modem,7.522403457792931
17,Cooker,0.0012445092066322406
