,Appliance,Average
0,Laptop,7.499268001615402
1,Monitor,10.438064889879872
2,Speakers,4.042233708376429
3,Server,15.092855733053968
4,Router,8.462483876929198
5,Server_hdd,2.349382231303889
6,Kettle,0.5855544931042072
7,Rice Cooker,0.8384950057589917
8,Running Machine,1.5774164357815255
9,Laptop2,0.019210995559630496
10,Washing Machine,2.7716389750937447
11,Dish Washer,1.2612178277435275
12,Fridge,38.92339668446003
13,Microwave,0.359711716854574
14,Toaster,0.23675755734850815
15,Playstation,0.7727599648040582
16,Modem,7.5228631857972905
17,Cooker,0.0010800658056154238
