,Appliance,Average
0,Laptop,0.6079081015981456
1,Monitor,0.4217942141021295
2,Speakers,3.8960849072322694
3,Server,14.968040116268288
4,Router,8.476406622486747
5,Server_hdd,2.3749458426979
6,Kettle,0.5843080698454326
7,Rice Cooker,0.8368005309481205
8,Running Machine,1.5803811852458687
9,Laptop2,0.044353776548342695
10,Washing Machine,2.754521670035479
11,Dish Washer,0.71527413639797
12,Fridge,36.780508476554104
13,Microwave,0.3634948586522436
14,Toaster,0.26579532688378465
15,Playstation,0.7718961154626469
16,Modem,7.554286034284416
17,Cooker,0.004752249019209556
