,Appliance,Average
0,Laptop,4.052813092003457
1,Monitor,9.348931857044018
2,Speakers,4.0495652860104405
3,Server,15.170388075664283
4,Router,8.54614488737507
5,Server_hdd,2.4152133316186375
6,Kettle,37.88440647582884
7,Rice Cooker,0.8472438663195759
8,Running Machine,1.5751800024574265
9,Laptop2,0.8991753209592231
10,Washing Machine,2.7708404758149316
11,Dish Washer,10.042162384059642
12,Fridge,35.03942102029509
13,Microwave,3.708006409844149
14,Toaster,0.25534619391109314
15,Playstation,0.7708674043938293
16,Modem,7.683348423380747
17,Cooker,0.0011536415780110392
