,Appliance,Average
0,Laptop,5.6910172244484425
1,Monitor,15.228944106692014
2,Speakers,4.177116339686607
3,Server,15.088294285519973
4,Router,8.529137679423057
5,Server_hdd,2.4156102024333848
6,Kettle,31.68076494810853
7,Rice Cooker,0.8475582326153636
8,Running Machine,1.5685025797951284
9,Laptop2,1.757889187946214
10,Washing Machine,13.726261595363262
11,Dish Washer,0.7490937703072778
12,Fridge,37.24643441639564
13,Microwave,9.953387296315988
14,Toaster,0.3054489672078473
15,Playstation,0.7742928631324982
16,Modem,7.649052134494468
17,Cooker,0.0011775853330602355
