,Appliance,Average
0,Laptop,12.809992306073907
1,Monitor,27.035802307330144
2,Speakers,5.283886992432434
3,Server,15.181195136534406
4,Router,8.493372301263282
5,Server_hdd,2.4088291590242785
6,Kettle,4.240011598058666
7,Rice Cooker,0.8449446330209097
8,Running Machine,1.6389379872294125
9,Laptop2,2.3674575915716667
10,Washing Machine,2.805730544995694
11,Dish Washer,36.50974339547868
12,Fridge,38.6812470057021
13,Microwave,2.466398025942151
14,Toaster,0.25301653002213004
15,Playstation,0.9176551755588308
16,Modem,7.533466642010452
17,Cooker,0.0048488423206009875
