,Appliance,Average
0,Laptop,9.1761608533747
1,Monitor,25.93214683789759
2,Speakers,5.838768362081905
3,Server,14.959134686546168
4,Router,8.447327350654497
5,Server_hdd,2.363031437027614
6,Kettle,16.642614391746854
7,Rice Cooker,0.8429246802728309
8,Running Machine,6.8296396541615
9,Laptop2,3.7551011071833567
10,Washing Machine,3.304902914816302
11,Dish Washer,7.713414273201146
12,Fridge,38.979934238874094
13,Microwave,1.2260921460969205
14,Toaster,0.28271529223429853
15,Playstation,1.0515012398067753
16,Modem,7.6050597781582505
17,Cooker,0.0019333245079405999
