,Appliance,Average
0,Bedroom Stereo Speakers,1.0036096520187987
1,Desktop,59.619812220628994
2,Hairdryer,0.4877229630340718
3,Primary TV,6.160631814723073
4,Bedroom TV,17.48091144490539
5,Treadmill,0.07180270979182371
6,Network Storage,18.40896629181041
7,Core 2 Server,65.30311947436189
8,Secondary TV,2.8739594555566743
9,PS4,0.0
10,Steam Iron,0.0
11,Espresso Machine,0.4424697001078449
12,PC,23.85074079468241
13,Toaster,0.17898602822020648
14,Home Theatre Amp,27.52998301721872
15,Sky HD Box,16.138676903670163
16,Kettle,4.429094195237482
17,Freezer,43.700559194915016
18,Oven,16.350127753040443
19,Electric Hob,0.5115869531927926
20,Dish Washer,13.396067436062204
21,Microwave,42.76161486141653
22,Washer & Dryer,45.729167822219466
23,Vacuum Cleaner,0.0
