,Time,Recommendations
0,0:00:00,"Kettle,Monitor,Speakers,Laptop2,Router,Fridge,Laptop,Server,Server_hdd,Modem"
1,0:30:00,"Kettle,Monitor,Speakers,Laptop2,Fridge,Router,Laptop,Server,Server_hdd,Modem"
2,1:00:00,"Kettle,Monitor,Speakers,Laptop2,Fridge,Router,Server,Server_hdd,Laptop,Modem"
3,1:30:00,"Kettle,Monitor,Speakers,Laptop2,Fridge,Router,Server,Server_hdd,Laptop,Modem"
4,2:00:00,"Kettle,Monitor,Speakers,Laptop2,Fridge,Router,Server,Server_hdd,Modem,Laptop"
5,2:30:00,"Kettle,Monitor,Speakers,Laptop2,Fridge,Router,Server,Server_hdd,Modem,Laptop"
6,3:00:00,"Kettle,Monitor,Speakers,Laptop2,Fridge,Router,Server,Server_hdd,Modem"
7,3:30:00,"Kettle,Monitor,Speakers,Laptop2,Fridge,Router,Server,Server_hdd,Modem"
8,4:00:00,"Kettle,Monitor,Speakers,Laptop2,Fridge,Router,Server,Server_hdd,Modem"
9,4:30:00,"Kettle,Monitor,Speakers,Laptop2,Fridge,Router,Server,Server_hdd,Modem"
10,5:00:00,"Monitor,Kettle,Speakers,Laptop2,Fridge,Router,Server,Server_hdd,Modem"
11,5:30:00,"Monitor,Kettle,Speakers,Laptop2,Fridge,Router,Server,Server_hdd,Modem,Laptop"
12,6:00:00,"Kettle,Monitor,Speakers,Laptop2,Fridge,Router,Server,Server_hdd,Modem,Laptop"
13,6:30:00,"Kettle,Monitor,Speakers,Laptop2,Fridge,Router,Server,Laptop,Server_hdd,Modem"
14,7:00:00,"Kettle,Monitor,Speakers,Laptop2,Fridge,Router,Laptop,Server,Server_hdd,Modem"
15,7:30:00,"Kettle,Speakers,Monitor,Laptop2,Laptop,Fridge,Router,Server,Server_hdd,Modem"
16,8:00:00,"Kettle,Speakers,Monitor,Laptop2,Laptop,Router,Fridge,Server,Server_hdd,Modem"
17,8:30:00,"Kettle,Speakers,Monitor,Laptop2,Laptop,Fridge,Router,Server,Server_hdd,Modem"
