,Time,Recommendations
0,00:00:00,"Speakers,Server,Router,Running Machine,Kettle,Rice Cooker,Playstation,Modem,Washing Machine,Fridge,Dish Washer,Server_hdd"
1,00:30:00,"Router,Server,Speakers,Kettle,Running Machine,Rice Cooker,Fridge,Washing Machine,Modem,Playstation,Dish Washer,Server_hdd"
2,01:00:00,"Router,Speakers,Server,Running Machine,Kettle,Rice Cooker,Washing Machine,Fridge,Playstation,Modem,Dish Washer,Server_hdd"
3,01:30:00,"Router,Server,Speakers,Kettle,Running Machine,Rice Cooker,Playstation,Modem,Washing Machine,Fridge,Dish Washer,Server_hdd"
4,02:00:00,"Speakers,Server,Router,Kettle,Rice Cooker,Running Machine,Modem,Playstation,Fridge,Washing Machine,Dish Washer,Server_hdd"
5,02:30:00,"Speakers,Server,Router,Kettle,Running Machine,Rice Cooker,Washing Machine,Fridge,Playstation,Modem,Dish Washer,Server_hdd"
6,03:00:00,"Server,Speakers,Router,Kettle,Running Machine,Rice Cooker,Fridge,Washing Machine,Modem,Playstation,Dish Washer,Server_hdd"
7,03:30:00,"Router,Speakers,Server,Running Machine,Kettle,Rice Cooker,Fridge,Washing Machine,Modem,Playstation,Dish Washer,Server_hdd"
8,04:00:00,"Router,Server,Speakers,Running Machine,Rice Cooker,Kettle,Modem,Playstation,Fridge,Washing Machine,Dish Washer,Server_hdd"
9,04:30:00,"Router,Server,Speakers,Running Machine,Kettle,Rice Cooker,Modem,Playstation,Fridge,Washing Machine,Dish Washer,Server_hdd"
10,05:00:00,"Speakers,Server,Router,Running Machine,Kettle,Rice Cooker,Washing Machine,Fridge,Playstation,Modem,Dish Washer,Server_hdd"
11,05:30:00,"Server,Speakers,Router,Kettle,Running Machine,Rice Cooker,Fridge,Washing Machine,Modem,Playstation,Dish Washer,Server_hdd"
12,06:00:00,"Router,Speakers,Server,Kettle,Running Machine,Rice Cooker,Playstation,Modem,Washing Machine,Fridge,Dish Washer,Server_hdd"
13,06:30:00,"Router,Speakers,Server,Kettle,Running Machine,Rice Cooker,Playstation,Modem,Washing Machine,Fridge,Dish Washer,Server_hdd"
14,07:00:00,"Speakers,Server,Router,Kettle,Running Machine,Rice Cooker,Fridge,Modem,Washing Machine,Playstation,Dish Washer,Server_hdd"
15,07:30:00,"Speakers,Server,Router,Running Machine,Kettle,Rice Cooker,Washing Machine,Fridge,Playstation,Modem,Dish Washer,Server_hdd,Laptop"
16,08:00:00,"Server,Speakers,Router,Running Machine,Rice Cooker,Kettle,Modem,Playstation,Fridge,Washing Machine,Dish Washer,Server_hdd,Laptop"
17,08:30:00,"Server,Speakers,Router,Running Machine,Rice Cooker,Kettle,Modem,Playstation,Fridge,Washing Machine,Dish Washer,Server_hdd,Laptop,Monitor"
18,09:00:00,"Speakers,Server,Router,Running Machine,Kettle,Rice Cooker,Fridge,Washing Machine,Modem,Playstation,Dish Washer,Server_hdd,Laptop,Monitor"
19,09:30:00,"Speakers,Server,Router,Running Machine,Kettle,Rice Cooker,Playstation,Modem,Washing Machine,Fridge,Dish Washer,Laptop,Server_hdd,Monitor"
20,10:00:00,"Router,Server,Speakers,Kettle,Running Machine,Rice Cooker,Laptop,Playstation,Modem,Washing Machine,Fridge,Dish Washer,Server_hdd,Monitor"
21,10:30:00,"Router,Server,Speakers,Running Machine,Rice Cooker,Kettle,Laptop,Playstation,Modem,Washing Machine,Fridge,Dish Washer,Monitor,Server_hdd"
22,11:00:00,"Speakers,Server,Router,Running Machine,Kettle,Rice Cooker,Laptop,Fridge,Washing Machine,Modem,Playstation,Dish Washer,Monitor,Server_hdd"
23,11:30:00,"Server,Speakers,Router,Running Machine,Kettle,Rice Cooker,Laptop,Washing Machine,Fridge,Playstation,Modem,Dish Washer,Monitor,Server_hdd"
24,12:00:00,"Router,Speakers,Server,Running Machine,Kettle,Rice Cooker,Laptop,Modem,Playstation,Fridge,Dish Washer,Washing Machine,Monitor,Server_hdd"
25,12:30:00,"Router,Speakers,Server,Kettle,Rice Cooker,Running Machine,Laptop,Modem,Playstation,Fridge,Dish Washer,Washing Machine,Monitor,Server_hdd"
26,13:00:00,"Router,Server,Speakers,Rice Cooker,Kettle,Running Machine,Laptop,Fridge,Modem,Washing Machine,Playstation,Dish Washer,Monitor,Server_hdd"
27,13:30:00,"Speakers,Server,Router,Kettle,Rice Cooker,Running Machine,Laptop,Fridge,Washing Machine,Modem,Playstation,Dish Washer,Monitor,Server_hdd"
28,14:00:00,"Server,Speakers,Router,Rice Cooker,Kettle,Running Machine,Laptop,Playstation,Modem,Dish Washer,Washing Machine,Fridge,Monitor,Server_hdd"
29,14:30:00,"Server,Speakers,Router,Rice Cooker,Kettle,Running Machine,Laptop,Modem,Playstation,Fridge,Washing Machine,Dish Washer,Monitor,Server_hdd"
30,15:00:00,"Router,Speakers,Server,Kettle,Rice Cooker,Running Machine,Laptop,Washing Machine,Fridge,Playstation,Modem,Dish Washer,Monitor,Server_hdd"
31,15:30:00,"Server,Speakers,Router,Kettle,Running Machine,Rice Cooker,Laptop,Dish Washer,Washing Machine,Fridge,Playstation,Modem,Monitor,Server_hdd"
32,16:00:00,"Speakers,Server,Router,Kettle,Rice Cooker,Running Machine,Laptop,Monitor,Playstation,Modem,Washing Machine,Dish Washer,Fridge,Server_hdd"
33,16:30:00,"Speakers,Server,Router,Kettle,Running Machine,Rice Cooker,Laptop,Monitor,Playstation,Modem,Washing Machine,Fridge,Dish Washer,Server_hdd"
34,17:00:00,"Server,Speakers,Router,Laptop,Rice Cooker,Kettle,Running Machine,Monitor,Fridge,Dish Washer,Washing Machine,Modem,Playstation,Server_hdd"
35,17:30:00,"Router,Speakers,Server,Laptop,Running Machine,Kettle,Rice Cooker,Monitor,Fridge,Dish Washer,Washing Machine,Modem,Playstation,Server_hdd"
36,18:00:00,"Router,Server,Speakers,Laptop,Running Machine,Rice Cooker,Kettle,Monitor,Modem,Playstation,Fridge,Washing Machine,Dish Washer,Server_hdd"
37,18:30:00,"Router,Server,Speakers,Laptop,Rice Cooker,Kettle,Running Machine,Monitor,Modem,Playstation,Fridge,Washing Machine,Dish Washer,Server_hdd"
38,19:00:00,"Speakers,Server,Router,Laptop,Running Machine,Kettle,Rice Cooker,Monitor,Washing Machine,Fridge,Playstation,Modem,Dish Washer,Server_hdd"
39,19:30:00,"Server,Speakers,Router,Laptop,Rice Cooker,Kettle,Running Machine,Monitor,Fridge,Washing Machine,Modem,Playstation,Dish Washer,Server_hdd,Laptop2"
40,20:00:00,"Router,Speakers,Server,Laptop,Running Machine,Kettle,Rice Cooker,Monitor,Modem,Washing Machine,Fridge,Playstation,Server_hdd,Dish Washer,Laptop2"
41,20:30:00,"Router,Speakers,Server,Laptop,Kettle,Rice Cooker,Running Machine,Monitor,Modem,Washing Machine,Fridge,Playstation,Dish Washer,Server_hdd,Laptop2"
42,21:00:00,"Speakers,Server,Router,Laptop,Kettle,Running Machine,Rice Cooker,Monitor,Fridge,Modem,Washing Machine,Playstation,Dish Washer,Server_hdd"
43,21:30:00,"Speakers,Server,Router,Laptop,Kettle,Running Machine,Rice Cooker,Monitor,Dish Washer,Washing Machine,Fridge,Playstation,Modem,Server_hdd"
44,22:00:00,"Server,Speakers,Router,Laptop,Running Machine,Kettle,Rice Cooker,Monitor,Fridge,Dish Washer,Washing Machine,Modem,Playstation,Server_hdd"
45,22:30:00,"Router,Speakers,Server,Running Machine,Kettle,Rice Cooker,Laptop,Playstation,Modem,Washing Machine,Fridge,Dish Washer,Server_hdd,Monitor"
46,23:00:00,"Router,Server,Speakers,Kettle,Running Machine,Rice Cooker,Modem,Playstation,Fridge,Washing Machine,Dish Washer,Laptop,Server_hdd"
47,23:30:00,"Router,Server,Speakers,Kettle,Running Machine,Rice Cooker,Fridge,Washing Machine,Modem,Playstation,Dish Washer,Server_hdd"
