2013-04-16,6
2013-04-17,48
2013-04-18,48
2013-04-19,48
2013-04-20,48
2013-04-21,48
2013-04-22,48
2013-04-23,48
2013-04-24,48
2013-04-25,48
2013-04-26,48
2013-04-27,48
2013-04-28,48
2013-04-29,48
2013-04-30,48
2013-05-01,48
2013-05-02,48
2013-05-03,48
2013-05-04,48
2013-05-05,48
2013-05-06,48
2013-05-07,48
2013-05-08,48
2013-05-09,48
2013-05-10,48
2013-05-11,48
2013-05-12,48
2013-05-13,48
2013-05-14,48
2013-05-15,45
2013-05-20,8
2013-05-21,48
2013-05-22,48
2013-05-23,48
2013-05-24,48
2013-05-25,48
2013-05-26,48
2013-05-27,48
2013-05-28,48
2013-05-29,48
2013-05-30,48
2013-05-31,48
2013-06-01,48
2013-06-02,48
2013-06-03,48
2013-06-04,48
2013-06-05,48
2013-06-06,48
2013-06-07,48
2013-06-08,48
2013-06-09,48
2013-06-10,48
2013-06-11,48
2013-06-12,48
2013-06-13,48
2013-06-14,48
2013-06-15,48
2013-06-16,48
2013-06-17,48
2013-06-18,48
2013-06-19,48
2013-06-20,48
2013-06-21,48
2013-06-22,48
2013-06-23,48
2013-06-24,48
2013-06-25,48
2013-06-26,48
2013-06-27,48
2013-06-28,48
2013-06-29,48
2013-06-30,48
2013-07-01,48
2013-07-02,48
2013-07-03,48
2013-07-04,48
2013-07-05,48
2013-07-06,48
2013-07-07,48
2013-07-08,48
2013-07-09,48
2013-07-10,48
2013-07-11,48
2013-07-12,48
2013-07-13,48
2013-07-14,48
2013-07-15,48
2013-07-16,48
2013-07-17,48
2013-07-18,48
2013-07-19,48
2013-07-20,48
2013-07-21,48
2013-07-22,48
2013-07-23,48
2013-07-24,48
2013-07-25,48
2013-07-26,48
2013-07-27,48
2013-07-28,48
2013-07-29,48
2013-07-30,48
2013-07-31,48
2013-08-01,48
2013-08-02,48
2013-08-03,48
2013-08-04,48
2013-08-05,14
2013-08-06,5
2013-08-25,1
2013-08-29,1
2013-09-20,1
