2013-05-20,5
2013-05-21,47
2013-05-22,47
2013-05-23,48
2013-05-24,48
2013-05-25,48
2013-05-26,47
2013-05-27,48
2013-05-28,48
2013-05-29,47
2013-05-30,48
2013-05-31,47
2013-06-01,46
2013-06-02,47
2013-06-03,48
2013-06-04,48
2013-06-05,47
2013-06-06,48
2013-06-07,47
2013-06-08,47
2013-06-09,48
2013-06-10,48
2013-06-11,48
2013-06-12,46
2013-06-13,37
2013-06-14,48
2013-06-15,48
2013-06-16,46
2013-06-17,34
2013-06-18,33
2013-06-19,25
2013-06-20,47
2013-06-21,48
2013-06-22,46
2013-06-23,48
2013-06-24,47
2013-06-25,48
2013-06-26,47
2013-06-27,48
2013-06-28,48
2013-06-29,48
2013-06-30,48
2013-07-01,47
2013-07-02,36
2013-07-03,48
2013-07-04,48
2013-07-05,46
2013-07-06,48
2013-07-07,48
2013-07-08,48
2013-07-09,46
2013-07-10,48
2013-07-11,47
2013-07-12,48
2013-07-13,48
2013-07-14,48
2013-07-15,48
2013-07-16,48
2013-07-17,48
2013-07-18,47
2013-07-19,48
2013-07-20,46
2013-07-21,48
2013-07-22,48
2013-07-23,48
2013-07-24,46
2013-07-25,47
2013-07-26,48
2013-07-27,47
2013-07-28,48
2013-07-29,48
2013-07-30,47
2013-07-31,46
2013-08-01,47
2013-08-02,48
2013-08-03,48
2013-08-04,48
2013-08-05,14
2013-08-06,5
2013-08-23,29
2013-08-24,37
2013-08-25,48
2013-08-26,46
2013-08-27,47
2013-08-28,47
2013-08-29,47
2013-08-30,48
2013-08-31,47
2013-09-01,47
2013-09-02,48
2013-09-03,48
2013-09-04,47
2013-09-05,47
2013-09-06,47
2013-09-07,23
2013-09-09,2
2013-09-11,21
2013-09-12,48
2013-09-13,48
2013-09-14,48
2013-09-15,48
2013-09-16,48
2013-09-17,47
2013-09-18,47
2013-09-19,46
2013-09-20,48
2013-09-21,48
2013-09-22,48
2013-09-23,45
2013-09-24,36
2013-09-25,48
2013-09-26,48
2013-09-27,48
2013-09-28,48
2013-09-29,48
2013-09-30,48
2013-10-01,48
2013-10-02,46
2013-10-03,37
2013-10-04,48
2013-10-05,47
2013-10-06,48
2013-10-07,47
2013-10-08,45
2013-10-09,37
2013-10-10,11
