,Time,Recommendations
0,00:00:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_17"
1,00:30:00,"channel_9,channel_23,channel_3,channel_19,channel_17,channel_14"
2,01:00:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_17"
3,01:30:00,"channel_9,channel_23,channel_3,channel_19,channel_17,channel_14"
4,02:00:00,"channel_9,channel_23,channel_19,channel_3,channel_14,channel_17"
5,02:30:00,"channel_9,channel_23,channel_3,channel_19,channel_17,channel_14"
6,03:00:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_17"
7,03:30:00,"channel_9,channel_23,channel_3,channel_19,channel_17,channel_14"
8,04:00:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_17"
9,04:30:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_17"
10,05:00:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_17"
11,05:30:00,"channel_9,channel_23,channel_19,channel_3,channel_17,channel_14,channel_4"
12,06:00:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_13,channel_17"
13,06:30:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_17,channel_13,channel_4"
14,07:00:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_17"
15,07:30:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_17"
16,08:00:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_17,channel_13"
17,08:30:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_17,channel_10,channel_18"
18,09:00:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_17,channel_10"
19,09:30:00,"channel_9,channel_23,channel_3,channel_19,channel_10,channel_14,channel_17,channel_24,channel_18"
20,10:00:00,"channel_9,channel_23,channel_3,channel_19,channel_10,channel_14,channel_17,channel_24,channel_18"
21,10:30:00,"channel_9,channel_23,channel_3,channel_19,channel_10,channel_17,channel_14,channel_24"
22,11:00:00,"channel_9,channel_23,channel_3,channel_10,channel_19,channel_14,channel_17"
23,11:30:00,"channel_9,channel_23,channel_3,channel_19,channel_10,channel_14,channel_17"
24,12:00:00,"channel_9,channel_23,channel_3,channel_10,channel_14,channel_19,channel_17,channel_24"
25,12:30:00,"channel_9,channel_23,channel_3,channel_19,channel_10,channel_14,channel_17,channel_24"
26,13:00:00,"channel_9,channel_23,channel_3,channel_19,channel_10,channel_14,channel_17,channel_24"
27,13:30:00,"channel_9,channel_23,channel_3,channel_19,channel_10,channel_14,channel_17,channel_16,channel_24"
28,14:00:00,"channel_9,channel_23,channel_3,channel_19,channel_10,channel_14,channel_17,channel_16"
29,14:30:00,"channel_9,channel_23,channel_3,channel_19,channel_10,channel_14,channel_17,channel_24"
30,15:00:00,"channel_9,channel_23,channel_3,channel_19,channel_10,channel_14,channel_17,channel_24"
31,15:30:00,"channel_9,channel_23,channel_3,channel_19,channel_10,channel_14,channel_17,channel_16,channel_24"
32,16:00:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_10,channel_17,channel_16,channel_24"
33,16:30:00,"channel_9,channel_23,channel_3,channel_19,channel_10,channel_14,channel_17,channel_16,channel_24,channel_5"
34,17:00:00,"channel_9,channel_23,channel_3,channel_19,channel_10,channel_14,channel_17,channel_16"
35,17:30:00,"channel_9,channel_23,channel_3,channel_19,channel_10,channel_17,channel_14,channel_20,channel_16,channel_5"
36,18:00:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_17,channel_10,channel_20,channel_16,channel_5"
37,18:30:00,"channel_9,channel_23,channel_3,channel_19,channel_17,channel_14,channel_10,channel_5,channel_16"
38,19:00:00,"channel_9,channel_23,channel_3,channel_19,channel_14,channel_17,channel_5,channel_16,channel_10"
39,19:30:00,"channel_9,channel_23,channel_3,channel_19,channel_17,channel_5,channel_16,channel_14,channel_10"
40,20:00:00,"channel_9,channel_23,channel_3,channel_19,channel_5,channel_17,channel_14,channel_16"
41,20:30:00,"channel_9,channel_23,channel_3,channel_5,channel_17,channel_19,channel_16,channel_14"
42,21:00:00,"channel_9,channel_23,channel_3,channel_19,channel_5,channel_17,channel_14,channel_16,channel_6"
43,21:30:00,"channel_9,channel_23,channel_3,channel_19,channel_17,channel_5,channel_14,channel_6,channel_16"
44,22:00:00,"channel_9,channel_23,channel_3,channel_19,channel_17,channel_14,channel_6,channel_5,channel_16"
45,22:30:00,"channel_9,channel_23,channel_3,channel_19,channel_17,channel_6,channel_14,channel_5,channel_16,channel_10"
46,23:00:00,"channel_9,channel_23,channel_3,channel_19,channel_17,channel_14,channel_6"
47,23:30:00,"channel_9,channel_23,channel_3,channel_19,channel_17,channel_14,channel_6"
